CPU: Intel Haswell microarchitecture, speed 3900 MHz (estimated)
Counted CPU_CLK_UNHALTED events (Clock cycles when not halted) with a unit mask of 0x00 (No unit mask) count 6000
Counted INST_RETIRED events (number of instructions retired) with a unit mask of 0x00 (No unit mask) count 6000
Counted cpl_cycles events () with a unit mask of 0x01 (Number of intervals between processor halts while thread is in ring 0) count 2000003
Counted resource_stalls events () with a unit mask of 0x01 (Resource-related stall cycles) count 2000003
Counted l2_rqsts events () with a unit mask of 0x21 (Demand Data Read miss L2, no rejects) count 200003
Counted LLC_MISSES events (Last level cache demand requests from this core that missed the LLC) with a unit mask of 0x41 (No unit mask) count 6000
Counted LLC_REFS events (Last level cache demand requests from this core) with a unit mask of 0x4f (No unit mask) count 6000
Counted l2_trans events () with a unit mask of 0x80 (Transactions accessing L2 pipe) count 200003
Counted br_inst_exec events () with a unit mask of 0xff (Speculative and retired  branches) count 200003
Counted br_misp_exec events () with a unit mask of 0xff (Speculative and retired mispredicted macro conditional branches) count 200003
samples  cum. samples  %        cum. %     samples  cum. samples  %        cum. %     samples  cum. samples  %        cum. %     samples  cum. samples  %        cum. %     samples  cum. samples  %        cum. %     samples  cum. samples  %        cum. %     samples  cum. samples  %        cum. %     samples  cum. samples  %        cum. %     samples  cum. samples  %        cum. %     samples  cum. samples  %        cum. %     linenr info                 symbol name
35       1421828        0.0025  99.9988    1        1341584       7.5e-05  99.9881    0        1                   0  100.000    0        319                 0  100.000    0        4                   0  100.000    2        20663          0.0097  99.9903    0        48384               0  99.9959    0        584                 0  100.000    0        18626               0  99.7216    0        1                   0  100.000    (no location information)   darts::Codelet::decDep()
12       1421840       8.4e-04  99.9996    1        1341585       7.5e-05  99.9881    0        1                   0  100.000    0        319                 0  100.000    0        4                   0  100.000    1        20664          0.0048  99.9952    0        48384               0  99.9959    0        584                 0  100.000    0        18626               0  99.7216    0        1                   0  100.000    (no location information)   Stencil3D7ptSwapCD::fire()
1        1421841       7.0e-05  99.9997    0        1341585             0  99.9881    0        1                   0  100.000    0        319                 0  100.000    0        4                   0  100.000    1        20665          0.0048  100.000    0        48384               0  99.9959    0        584                 0  100.000    0        18626               0  99.7216    0        1                   0  100.000    (no location information)   StencilTP::~StencilTP()
1        1421842       7.0e-05  99.9998    0        1341585             0  99.9881    0        1                   0  100.000    0        319                 0  100.000    0        4                   0  100.000    0        20665               0  100.000    0        48384               0  99.9959    0        584                 0  100.000    0        18626               0  99.7216    0        1                   0  100.000    (no location information)   darts::Codelet::Codelet(unsigned int, unsigned int, darts::ThreadedProcedure*, unsigned int)
1        1421843       7.0e-05  99.9999    0        1341585             0  99.9881    0        1                   0  100.000    0        319                 0  100.000    0        4                   0  100.000    0        20665               0  100.000    0        48384               0  99.9959    0        584                 0  100.000    0        18626               0  99.7216    0        1                   0  100.000    (no location information)   darts::Runtime::Runtime(darts::ThreadAffinity*)
1        1421844       7.0e-05  99.9999    0        1341585             0  99.9881    0        1                   0  100.000    0        319                 0  100.000    0        4                   0  100.000    0        20665               0  100.000    0        48384               0  99.9959    0        584                 0  100.000    0        18626               0  99.7216    0        1                   0  100.000    (no location information)   darts::Runtime::run(darts::tpClosure*)
1        1421845       7.0e-05  100.000    1        1341586       7.5e-05  99.9882    0        1                   0  100.000    0        319                 0  100.000    0        4                   0  100.000    0        20665               0  100.000    0        48384               0  99.9959    0        584                 0  100.000    0        18626               0  99.7216    0        1                   0  100.000    (no location information)   darts::hwloc::AbstractMachine::discoverTopology()
0        1421845             0  100.000    0        1341586             0  99.9882    0        1                   0  100.000    0        319                 0  100.000    0        4                   0  100.000    0        20665               0  100.000    1        48385          0.0021  99.9979    0        584                 0  100.000    0        18626               0  99.7216    0        1                   0  100.000    (no location information)   StencilTP::StencilTP(double*, unsigned long, unsigned long, unsigned long, double*, unsigned long, bool, double, darts::Codelet*)
0        1421845             0  100.000    0        1341586             0  99.9882    0        1                   0  100.000    0        319                 0  100.000    0        4                   0  100.000    0        20665               0  100.000    1        48386          0.0021  100.000    0        584                 0  100.000    0        18626               0  99.7216    0        1                   0  100.000    (no location information)   cudart::globalState::registerFatBinary(void***, void*)
0        1421845             0  100.000    158      1341744        0.0118  100.000    0        1                   0  100.000    0        319                 0  100.000    0        4                   0  100.000    0        20665               0  100.000    0        48386               0  100.000    0        584                 0  100.000    52       18678          0.2784  100.000    0        1                   0  100.000    (no location information)   init3Darray(double*, unsigned long, unsigned long, unsigned long)
