CPU: Intel Haswell microarchitecture, speed 3900 MHz (estimated)
Counted CPU_CLK_UNHALTED events (Clock cycles when not halted) with a unit mask of 0x00 (No unit mask) count 6000
Counted INST_RETIRED events (number of instructions retired) with a unit mask of 0x00 (No unit mask) count 6000
Counted cpl_cycles events () with a unit mask of 0x01 (Number of intervals between processor halts while thread is in ring 0) count 2000003
Counted resource_stalls events () with a unit mask of 0x01 (Resource-related stall cycles) count 2000003
Counted l2_rqsts events () with a unit mask of 0x21 (Demand Data Read miss L2, no rejects) count 200003
Counted LLC_MISSES events (Last level cache demand requests from this core that missed the LLC) with a unit mask of 0x41 (No unit mask) count 6000
Counted LLC_REFS events (Last level cache demand requests from this core) with a unit mask of 0x4f (No unit mask) count 6000
Counted l2_trans events () with a unit mask of 0x80 (Transactions accessing L2 pipe) count 200003
Counted br_inst_exec events () with a unit mask of 0xff (Speculative and retired  branches) count 200003
Counted br_misp_exec events () with a unit mask of 0xff (Speculative and retired mispredicted macro conditional branches) count 200003
samples  cum. samples  %        cum. %     samples  cum. samples  %        cum. %     samples  cum. samples  %        cum. %     samples  cum. samples  %        cum. %     samples  cum. samples  %        cum. %     samples  cum. samples  %        cum. %     samples  cum. samples  %        cum. %     samples  cum. samples  %        cum. %     samples  cum. samples  %        cum. %     samples  cum. samples  %        cum. %     linenr info                 symbol name
2        43964204      4.5e-06  100.000    0        41137944            0  100.000    0        50                  0  100.000    0        14758               0  100.000    0        359                 0  100.000    0        949808              0  100.000    0        1686444             0  100.000    0        22922               0  100.000    0        505259              0  100.000    0        18                  0  100.000    (no location information)   tbb::strict_ppl::internal::concurrent_queue_base_v3<darts::Codelet*>::deallocate_page(tbb::strict_ppl::internal::concurrent_queue_rep_base::page*)
1        43964205      2.3e-06  100.000    0        41137944            0  100.000    0        50                  0  100.000    0        14758               0  100.000    0        359                 0  100.000    0        949808              0  100.000    0        1686444             0  100.000    0        22922               0  100.000    0        505259              0  100.000    0        18                  0  100.000    (no location information)   Stencil3D7ptCpuLoopCD::~Stencil3D7ptCpuLoopCD()
1        43964206      2.3e-06  100.000    1        41137945      2.4e-06  100.000    0        50                  0  100.000    0        14758               0  100.000    0        359                 0  100.000    0        949808              0  100.000    0        1686444             0  100.000    0        22922               0  100.000    0        505259              0  100.000    0        18                  0  100.000    (no location information)   StencilTP::StencilTP(double*, unsigned long, unsigned long, unsigned long, double*, unsigned long, bool, double, darts::Codelet*)
1        43964207      2.3e-06  100.000    0        41137945            0  100.000    0        50                  0  100.000    0        14758               0  100.000    0        359                 0  100.000    0        949808              0  100.000    0        1686444             0  100.000    0        22922               0  100.000    0        505259              0  100.000    0        18                  0  100.000    (no location information)   cudart::getGlobalState()
1        43964208      2.3e-06  100.000    0        41137945            0  100.000    0        50                  0  100.000    0        14758               0  100.000    0        359                 0  100.000    0        949808              0  100.000    0        1686444             0  100.000    0        22922               0  100.000    0        505259              0  100.000    0        18                  0  100.000    (no location information)   cudart::globalState::destroyFatCubin(void**)
1        43964209      2.3e-06  100.000    0        41137945            0  100.000    0        50                  0  100.000    0        14758               0  100.000    0        359                 0  100.000    0        949808              0  100.000    0        1686444             0  100.000    0        22922               0  100.000    0        505259              0  100.000    0        18                  0  100.000    (no location information)   darts::Codelet::Codelet(unsigned int, unsigned int, darts::ThreadedProcedure*, unsigned int)
1        43964210      2.3e-06  100.000    0        41137945            0  100.000    0        50                  0  100.000    0        14758               0  100.000    0        359                 0  100.000    0        949808              0  100.000    0        1686444             0  100.000    0        22922               0  100.000    0        505259              0  100.000    0        18                  0  100.000    (no location information)   darts::Runtime::Runtime(darts::ThreadAffinity*)
1        43964211      2.3e-06  100.000    0        41137945            0  100.000    0        50                  0  100.000    0        14758               0  100.000    0        359                 0  100.000    0        949808              0  100.000    0        1686444             0  100.000    0        22922               0  100.000    0        505259              0  100.000    0        18                  0  100.000    (no location information)   darts::Runtime::run(darts::tpClosure*)
1        43964212      2.3e-06  100.000    0        41137945            0  100.000    0        50                  0  100.000    0        14758               0  100.000    0        359                 0  100.000    0        949808              0  100.000    0        1686444             0  100.000    0        22922               0  100.000    0        505259              0  100.000    0        18                  0  100.000    (no location information)   darts::ThreadedProcedure* darts::TPFactory<StencilTP, double*, unsigned long, unsigned long, unsigned long, double*, unsigned long, bool, double, darts::CodeletFinal*>(darts::tpClosure*)
1        43964213      2.3e-06  100.000    0        41137945            0  100.000    0        50                  0  100.000    0        14758               0  100.000    0        359                 0  100.000    0        949808              0  100.000    0        1686444             0  100.000    0        22922               0  100.000    0        505259              0  100.000    0        18                  0  100.000    (no location information)   void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&)
