machine,size,iteration,metric,invocations,min,max,mean,sum
debian,100_100_50,2,cudaGetDeviceCount,5,824,2129,1228.8,6144
debian,100_100_50,2,cudaGetDeviceProperties,5,462292,806154,540215.6,2701078
debian,100_100_50,2,cudaMemGetInfo,5,134289,146596,139896.6,699483
debian,100_100_50,2,cudaLaunch,160,11515,240366,15097.74,2415638
debian,100_100_50,2,cudaMalloc,15,149954,159803,154005.9,2310089
debian,100_100_50,2,cudaMemcpy,80,9124,39733,12560.81,1004865
debian,100_100_50,2,CUDA memcpy HtoD,40,37312,149728,120770.7,4830827
debian,100_100_50,2,CUDA memcpy DtoH,40,28864,141088,110325.9,4413036
debian,100_100_50,2,cudaFree,22,152365,988317,396008.2,8712181
debian,100_100_50,2,cudaLaunch (gpu_stencil37_hack2_cp_slices,0,Inf,-Inf,NaN,0
debian,100_100_50,2,gpu_stencil37_hack2_cp_slices,40,12480,20448,17648.72,705949
debian,100_100_50,2,cudaLaunch (gpu_stencil37_hack2_cp_rows,0,Inf,-Inf,NaN,0
debian,100_100_50,2,gpu_stencil37_hack2_cp_rows,40,35680,55072,47759,1910360
debian,100_100_50,2,cudaLaunch (gpu_stencil37_hack2_cp_cols,0,Inf,-Inf,NaN,0
debian,100_100_50,2,gpu_stencil37_hack2_cp_cols,40,94783,101056,97753.18,3910127
debian,100_100_50,2,cudaLaunch (gpu_stencil37_hack2,0,Inf,-Inf,NaN,0
debian,100_100_50,2,gpu_stencil37_hack2,120,12480,101056,54386.97,6526436
debian,100_100_50,2,total_CUDA memcpy HtoD,40,37312,149728,120770.7,4830827
debian,100_100_50,2,total_CUDA memcpy DtoH,40,28864,141088,110325.9,4413036
debian,100_100_50,2,total_kernel_execution_time,0, 0, 0, 0, 13052872
debian,100_100_50,2,total_CUDA_functions,0, 0, 0, 0, 9326304
debian,100_100_50,2,total_running_time,0, 0, 0, 0, 29834686
debian,100_100_50,3,cuDeviceGetAttribute,188,171,155646,3846.809,723200
debian,100_100_50,3,cudaSetupArgument,3840,161,559,184.5708,708752
debian,100_100_50,3,cudaMallocHost,2,1041958,92204912,46623435,93246870
debian,100_100_50,3,cudaGetDeviceCount,5,863,1955,1254.4,6272
debian,100_100_50,3,cudaGetDeviceProperties,5,464296,492995,478840.4,2394202
debian,100_100_50,3,cudaMemGetInfo,5,134927,145932,140593.4,702967
debian,100_100_50,3,cudaLaunch,240,11319,279815,14318.58,3436460
debian,100_100_50,3,cudaMalloc,15,173835,184886,176796.3,2651945
debian,100_100_50,3,cudaMemcpy,120,9021,95089,12650.38,1518045
debian,100_100_50,3,CUDA memcpy HtoD,60,37247,149696,120701.8,7242109
debian,100_100_50,3,CUDA memcpy DtoH,60,28736,141183,110122.6,6607359
debian,100_100_50,3,cudaFree,22,151063,971135,380570.2,8372545
debian,100_100_50,3,cudaLaunch (gpu_stencil37_hack2_cp_slices,0,Inf,-Inf,NaN,0
debian,100_100_50,3,gpu_stencil37_hack2_cp_slices,60,11072,21440,17598.33,1055900
debian,100_100_50,3,cudaLaunch (gpu_stencil37_hack2_cp_rows,0,Inf,-Inf,NaN,0
debian,100_100_50,3,gpu_stencil37_hack2_cp_rows,60,37152,77696,48352.28,2901137
debian,100_100_50,3,cudaLaunch (gpu_stencil37_hack2_cp_cols,0,Inf,-Inf,NaN,0
debian,100_100_50,3,gpu_stencil37_hack2_cp_cols,60,95232,127391,98550.95,5913057
debian,100_100_50,3,cudaLaunch (gpu_stencil37_hack2,0,Inf,-Inf,NaN,0
debian,100_100_50,3,gpu_stencil37_hack2,180,11072,127391,54833.86,9870094
debian,100_100_50,3,total_CUDA memcpy HtoD,60,37247,149696,120701.8,7242109
debian,100_100_50,3,total_CUDA memcpy DtoH,60,28736,141183,110122.6,6607359
debian,100_100_50,3,total_kernel_execution_time,0, 0, 0, 0, 19740188
debian,100_100_50,3,total_CUDA_functions,0, 0, 0, 0, 10623798
debian,100_100_50,3,total_running_time,0, 0, 0, 0, 59848858
debian,100_100_50,4,cuDeviceGetAttribute,188,169,205280,4460.479,838570
debian,100_100_50,4,cudaSetupArgument,5120,160,13208,192.7055,986652
debian,100_100_50,4,cudaMallocHost,2,879257,92383835,46631546,93263092
debian,100_100_50,4,cudaGetDeviceCount,5,792,1678,1204.8,6024
debian,100_100_50,4,cudaGetDeviceProperties,5,468831,511376,490536.8,2452684
debian,100_100_50,4,cudaMemGetInfo,5,136819,152047,143271.4,716357
debian,100_100_50,4,cudaLaunch,320,11359,240505,14202.24,4544718
debian,100_100_50,4,cudaMalloc,15,153763,187079,171865.9,2577988
debian,100_100_50,4,cudaMemcpy,160,8960,36971,11980.89,1916942
debian,100_100_50,4,CUDA memcpy HtoD,80,37312,150176,120661.8,9652946
debian,100_100_50,4,CUDA memcpy DtoH,80,28767,142303,109804.3,8784345
debian,100_100_50,4,cudaFree,22,156540,987479,402430,8853460
debian,100_100_50,4,cudaLaunch (gpu_stencil37_hack2_cp_slices,0,Inf,-Inf,NaN,0
debian,100_100_50,4,gpu_stencil37_hack2_cp_slices,80,10976,21024,17616.69,1409335
debian,100_100_50,4,cudaLaunch (gpu_stencil37_hack2_cp_rows,0,Inf,-Inf,NaN,0
