"machine","dim_X","dim_Y","dim_Z","iteration","cuDeviceGetAttribute_sum","cudaSetupArgument_sum","cudaMallocHost_sum","cudaGetDeviceCount_sum","cudaGetDeviceProperties_sum","cudaMemGetInfo_sum","cudaLaunch_sum","cudaMalloc_sum","cudaMemcpy_sum","CUDA memcpy HtoD_sum","CUDA memcpy DtoH_sum","cudaFree_sum","cudaLaunch (gpu_stencil37_hack1_cp_slices_sum","gpu_stencil37_hack1_cp_slices_sum","cudaLaunch (gpu_stencil37_hack1_cp_rows_sum","gpu_stencil37_hack1_cp_rows_sum","cudaLaunch (gpu_stencil37_hack1_cp_cols_sum","gpu_stencil37_hack1_cp_cols_sum","cudaLaunch (gpu_stencil37_hack2_sum","gpu_stencil37_hack2_sum","total_CUDA memcpy HtoD_sum","total_CUDA memcpy DtoH_sum","total_kernel_execution_time_sum","total_CUDA_functions_sum","total_running_time_sum","cuDeviceGetAttribute_min","cudaSetupArgument_min","cudaMallocHost_min","cudaGetDeviceCount_min","cudaGetDeviceProperties_min","cudaMemGetInfo_min","cudaLaunch_min","cudaMalloc_min","cudaMemcpy_min","CUDA memcpy HtoD_min","CUDA memcpy DtoH_min","cudaFree_min","cudaLaunch (gpu_stencil37_hack1_cp_slices_min","gpu_stencil37_hack1_cp_slices_min","cudaLaunch (gpu_stencil37_hack1_cp_rows_min","gpu_stencil37_hack1_cp_rows_min","cudaLaunch (gpu_stencil37_hack1_cp_cols_min","gpu_stencil37_hack1_cp_cols_min","cudaLaunch (gpu_stencil37_hack2_min","gpu_stencil37_hack2_min","total_CUDA memcpy HtoD_min","total_CUDA memcpy DtoH_min","total_kernel_execution_time_min","total_CUDA_functions_min","total_running_time_min","cuDeviceGetAttribute_max","cudaSetupArgument_max","cudaMallocHost_max","cudaGetDeviceCount_max","cudaGetDeviceProperties_max","cudaMemGetInfo_max","cudaLaunch_max","cudaMalloc_max","cudaMemcpy_max","CUDA memcpy HtoD_max","CUDA memcpy DtoH_max","cudaFree_max","cudaLaunch (gpu_stencil37_hack1_cp_slices_max","gpu_stencil37_hack1_cp_slices_max","cudaLaunch (gpu_stencil37_hack1_cp_rows_max","gpu_stencil37_hack1_cp_rows_max","cudaLaunch (gpu_stencil37_hack1_cp_cols_max","gpu_stencil37_hack1_cp_cols_max","cudaLaunch (gpu_stencil37_hack2_max","gpu_stencil37_hack2_max","total_CUDA memcpy HtoD_max","total_CUDA memcpy DtoH_max","total_kernel_execution_time_max","total_CUDA_functions_max","total_running_time_max","cuDeviceGetAttribute_mean","cudaSetupArgument_mean","cudaMallocHost_mean","cudaGetDeviceCount_mean","cudaGetDeviceProperties_mean","cudaMemGetInfo_mean","cudaLaunch_mean","cudaMalloc_mean","cudaMemcpy_mean","CUDA memcpy HtoD_mean","CUDA memcpy DtoH_mean","cudaFree_mean","cudaLaunch (gpu_stencil37_hack1_cp_slices_mean","gpu_stencil37_hack1_cp_slices_mean","cudaLaunch (gpu_stencil37_hack1_cp_rows_mean","gpu_stencil37_hack1_cp_rows_mean","cudaLaunch (gpu_stencil37_hack1_cp_cols_mean","gpu_stencil37_hack1_cp_cols_mean","cudaLaunch (gpu_stencil37_hack2_mean","gpu_stencil37_hack2_mean","total_CUDA memcpy HtoD_mean","total_CUDA memcpy DtoH_mean","total_kernel_execution_time_mean","total_CUDA_functions_mean","total_running_time_mean","cuDeviceGetAttribute_invocations","cudaSetupArgument_invocations","cudaMallocHost_invocations","cudaGetDeviceCount_invocations","cudaGetDeviceProperties_invocations","cudaMemGetInfo_invocations","cudaLaunch_invocations","cudaMalloc_invocations","cudaMemcpy_invocations","CUDA memcpy HtoD_invocations","CUDA memcpy DtoH_invocations","cudaFree_invocations","cudaLaunch (gpu_stencil37_hack1_cp_slices_invocations","gpu_stencil37_hack1_cp_slices_invocations","cudaLaunch (gpu_stencil37_hack1_cp_rows_invocations","gpu_stencil37_hack1_cp_rows_invocations","cudaLaunch (gpu_stencil37_hack1_cp_cols_invocations","gpu_stencil37_hack1_cp_cols_invocations","cudaLaunch (gpu_stencil37_hack2_invocations","gpu_stencil37_hack2_invocations","total_CUDA memcpy HtoD_invocations","total_CUDA memcpy DtoH_invocations","total_kernel_execution_time_invocations","total_CUDA_functions_invocations","total_running_time_invocations","exec_time"
3,800,800,50,8,689698,732346,429392776,18131,2681233,1593849,3402205,8831163,392955907,201541484,190576866,252201509,1142508,7378123,747428,38049952,762676,117782161,749593,364558684,201541484,190576866,527768920,17948625,1953760059,317,307,114733527,2551,525859,139731,13207,210101,38146612,40302889,38114887,608625,13423,167528,13207,717120,13416,2839583,13832,9092759,40302889,38114887,0,0,0,269792,18290,314659249,4476,566664,963150,257180,1332380,40545468,40327690,38115687,47307444,257180,197064,89778,1197941,109269,3020582,120779,9150521,40327690,38115687,0,0,0,7579.099,457.7163,214696388,3626.2,536246.6,318769.8,21263.78,441558.2,39295591,40308297,38115373,11463705,28562.7,184453.1,18685.7,951248.8,19066.9,2944554,18739.83,9113967,40308297,38115373,0,0,0,91,1600,2,5,5,5,160,20,10,5,5,22,40,40,40,40,40,40,40,40,5,5,0,0,0,215389270.33
3,800,800,50,9,672773,803701,429538121,40588,2833857,1027852,3448575,8473945,392742831,201534043,190597204,253095384,1087231,8311436,791837,44192690,786794,132446162,782713,409818660,201534043,190597204,594768948,17301291,2014263107,388,304,114676462,2470,528863,137495,13239,208065,38142804,40304837,38114852,607454,13264,173960,13239,718976,13530,2851903,13668,9087221,40304837,38114852,0,0,0,272477,29641,314861659,16186,634727,414981,187393,1172277,40465089,40310342,38136229,47463292,187393,198600,107679,1160340,103068,3035624,107545,9144696,40310342,38136229,0,0,0,7393.11,446.5006,214769060,8117.6,566771.4,205570.4,19158.75,423697.2,39274283,40306809,38119441,11504336,24160.69,184698.6,17596.38,982059.8,17484.31,2943248,17393.62,9107081,40306809,38119441,0,0,0,91,1800,2,5,5,5,180,20,10,5,5,22,45,45,45,45,45,45,45,45,5,5,0,0,0,228107150.33
3,800,800,800,1,713975,0,3298067794,22664,628039,297666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1662344,0,483,Inf,1490647994,22664,628039,297666,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,263213,-Inf,1807419800,22664,628039,297666,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,7845.879,NA,1649033897,22664,628039,297666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,91,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,800,800,800,2,802447,0,3289403555,21384,668210,354120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1846161,0,298,Inf,1487703417,21384,668210,354120,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,377228,-Inf,1801700138,21384,668210,354120,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,8818.099,NA,1644701778,21384,668210,354120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,91,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,800,800,800,3,745468,0,3263940974,22150,675298,214825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657741,0,430,Inf,1477956204,22150,675298,214825,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,314438,-Inf,1785984770,22150,675298,214825,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,8191.956,NA,1631970487,22150,675298,214825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,91,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,800,800,800,4,730324,0,3267874238,21117,653380,295365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700186,0,426,Inf,1480625214,21117,653380,295365,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,282173,-Inf,1787249024,21117,653380,295365,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,8025.538,NA,1633937119,21117,653380,295365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,91,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,800,800,800,5,729477,0,3285595598,21169,640266,203208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594120,0,423,Inf,1491852445,21169,640266,203208,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,301760,-Inf,1793743153,21169,640266,203208,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,8016.231,NA,1642797799,21169,640266,203208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,91,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,800,800,800,6,607830,0,3273083460,21701,621706,497536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748773,0,362,Inf,1478830700,21701,621706,497536,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,231549,-Inf,1794252760,21701,621706,497536,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,6679.451,NA,1636541730,21701,621706,497536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,91,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,800,800,800,7,396274,0,3228231166,8924,803899,527325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1736422,0,160,Inf,1477476554,8924,803899,527325,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,158498,-Inf,1750754612,8924,803899,527325,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,4354.659,NA,1614115583,8924,803899,527325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,91,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,800,800,800,8,641056,0,3267610008,21169,651609,666292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980126,0,393,Inf,1475916404,21169,651609,666292,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,244089,-Inf,1791693604,21169,651609,666292,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,7044.571,NA,1633805004,21169,651609,666292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,91,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,800,800,800,9,720658,0,3263649994,21240,620083,478426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840407,0,436,Inf,1478308669,21240,620083,478426,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,0,0,277507,-Inf,1785341325,21240,620083,478426,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,7919.319,NA,1631824997,21240,620083,478426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,91,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,100,100,100,1,2388210,70336,247545363,20363,3465611,1154791,548377,5198186,12763517,6375572,5969386,6095967,283299,121091,86875,357928,87240,634191,90963,2837955,6375572,5969386,3951165,12845874,105012504,145,287,3013388,2912,679605,228269,16231,226549,1220407,1273885,1193788,162181,50236,24160,16231,71202,16522,126275,17348,562381,1273885,1193788,0,0,0,241078,1333,244531975,7956,714908,235301,67859,361681,1336321,1276478,1194012,1330527,67859,24321,18586,71906,20291,127939,19413,570125,1276478,1194012,0,0,0,6561.016,351.68,123772682,4072.6,693122.2,230958.2,27418.85,259909.3,1276352,1275114,1193877,277089.4,56659.8,24218.2,17375,71585.6,17448,126838.2,18192.6,567591,1275114,1193877,0,0,0,364,200,2,5,5,5,20,20,10,5,5,22,5,5,5,5,5,5,5,5,5,5,0,0,0,14347718.33
4,100,100,100,2,2308321,131609,246134076,15550,3426341,1092394,840356,5319488,12814590,6376435,5969415,6384733,372899,258822,157206,748306,149178,1281244,161073,5665570,6376435,5969415,7953942,13134059,95537468,144,278,3053600,1140,660627,209119,12646,223610,1219792,1274845,1193787,162053,13561,24033,12784,70434,12646,126403,13485,563085,1274845,1193787,0,0,0,219889,1296,243080476,7932,711403,238624,73343,395555,1336408,1275709,1194043,1347058,73343,28385,19316,80481,17035,133379,18823,571213,1275709,1194043,0,0,0,6341.541,329.0225,123067038,3110,685268.2,218478.8,21008.9,265974.4,1281459,1275287,1193883,290215.1,37289.9,25882.2,15720.6,74830.6,14917.8,128124.4,16107.3,566557,1275287,1193883,0,0,0,364,400,2,5,5,5,40,20,10,5,5,22,10,10,10,10,10,10,10,10,5,5,0,0,0,33580737.33
4,100,100,100,3,2312032,202053,249868030,19668,3443863,1168461,1143224,5227935,12746540,6375824,5969158,6342219,447881,402699,233328,1136187,230017,1927915,231998,8493471,6375824,5969158,11960272,13517236,188465125,140,297,3057541,2783,672497,230653,12463,223159,1219879,1273789,1193755,162174,12936,24385,12623,70626,12463,126211,13085,563917,1273789,1193755,0,0,0,220443,1444,246810489,8087,701758,240329,69389,366973,1338584,1276477,1194042,1441459,69389,29281,21658,79618,20757,130627,19678,570637,1276477,1194042,0,0,0,6351.736,336.755,124934015,3933.6,688772.6,233692.2,19053.73,261396.8,1274654,1275165,1193832,288282.7,29858.73,26846.6,15555.2,75745.8,15334.47,128527.7,15466.53,566231.4,1275165,1193832,0,0,0,364,600,2,5,5,5,60,20,10,5,5,22,15,15,15,15,15,15,15,15,5,5,0,0,0,8593533
4,100,100,100,4,2351720,258886,244586429,15241,3434133,1109394,1245204,23432246,28172304,6374735,5969447,18238170,455380,532621,262647,1537445,255706,2570428,271471,11322176,6374735,5969447,15962670,31846824,189720343,144,287,3024612,1203,655574,211569,11463,245755,1221571,1273565,1193819,164860,11886,24128,11582,70818,11463,125987,11968,561837,1273565,1193819,0,0,0,250318,1601,241561817,7796,711097,230923,70745,12089719,9156514,1275548,1194043,6879496,70745,28801,17875,81538,15876,132163,17020,571053,1275548,1194043,0,0,0,6460.769,323.6075,122293214,3048.2,686826.6,221878.8,15565.05,1171612,2817230,1274947,1193889,829007.7,22769,26631.05,13132.35,76872.25,12785.3,128521.4,13573.55,566108.8,1274947,1193889,0,0,0,364,800,2,5,5,5,80,20,10,5,5,22,20,20,20,20,20,20,20,20,5,5,0,0,0,14924208
4,100,100,100,5,2325306,323587,247591787,19975,3495483,1127220,3388648,11403736,32849655,6374641,5969129,13208718,1012712,672268,767595,1906766,785559,3220843,822782,14158850,6374641,5969129,19958727,22083955,142226540,144,252,3035963,1995,678776,218922,13790,228436,1224021,1274525,1193787,167620,14088,24160,13790,67649,13949,125283,14673,563245,1274525,1193787,0,0,0,223064,1805,244555824,8411,715115,235399,91349,6456333,13347533,1275581,1193852,7001800,91349,28481,40439,79650,39220,131779,49365,570605,1275581,1193852,0,0,0,6388.203,323.587,123795894,3995,699096.6,225444,33886.48,570186.8,3284966,1274928,1193826,600396.3,40508.48,26890.72,30703.8,76270.64,31422.36,128833.7,32911.28,566354,1274928,1193826,0,0,0,364,1000,2,5,5,5,100,20,10,5,5,22,25,25,25,25,25,25,25,25,5,5,0,0,0,38437497.33
4,100,100,100,6,2309937,384873,246078074,20554,3458900,1131992,1941143,5242876,12828335,6376177,5969095,9122510,635109,802833,429993,2319702,415442,3863991,460599,16961279,6376177,5969095,23947805,14490275,162539886,140,242,3032563,2691,666081,221901,11880,225330,1229088,1273405,1193787,167110,11916,24065,11960,70113,11880,126051,12358,561837,1273405,1193787,0,0,0,221003,1391,243045511,8464,714525,233866,66926,390559,1334920,1276317,1193883,2863473,66926,28288,21192,80802,19107,131075,26078,573389,1276317,1193883,0,0,0,6345.981,320.7275,123039037,4110.8,691780,226398.4,16176.19,262143.8,1282834,1275235,1193819,414659.5,21170.3,26761.1,14333.1,77323.4,13848.07,128799.7,15353.3,565376,1275235,1193819,0,0,0,364,1200,2,5,5,5,120,20,10,5,5,22,30,30,30,30,30,30,30,30,5,5,0,0,0,25319208.33
4,100,100,100,7,2316975,446125,253789460,19778,3476833,1121172,2087449,5353656,12829679,6378416,5969543,15765625,672228,951956,469301,2714302,463389,4501475,482531,19832577,6378416,5969543,28000310,14821988,184690478,138,291,3049194,1572,687341,206743,12019,225460,1233202,1274845,1193755,164169,12107,24128,12094,70849,12019,125443,12416,560940,1274845,1193755,0,0,0,220342,1592,250740266,8777,705575,238928,69356,418564,1337943,1276701,1194203,6907160,69356,29088,19564,81122,17159,132707,18577,574157,1276701,1194203,0,0,0,6365.316,318.6607,126894730,3955.6,695366.6,224234.4,14910.35,267682.8,1282968,1275683,1193909,716619.3,19206.51,27198.74,13408.6,77551.49,13239.69,128613.6,13786.6,566645.1,1275683,1193909,0,0,0,364,1400,2,5,5,5,140,20,10,5,5,22,35,35,35,35,35,35,35,35,5,5,0,0,0,13540063
4,100,100,100,8,2344348,544059,243390690,19020,3429541,1227652,2380781,7687018,12859882,6373551,5969317,19996961,735908,1077564,536933,3120870,546587,5170165,561353,22664288,6373551,5969317,32032887,17632419,182483951,143,307,3038245,1961,665356,225960,11979,225198,1228590,1273852,1193786,165117,12219,24065,11979,70946,12153,126307,12673,561549,1273852,1193786,0,0,0,234807,1215,240352445,8053,695635,306072,67741,2804423,1337323,1276061,1193915,6894816,67741,28928,19845,81666,21417,131875,20036,574349,1276061,1193915,0,0,0,6440.516,340.0369,121695345,3804,685908.2,245530.4,14879.88,384350.9,1285988,1274710,1193863,908952.8,18397.7,26939.1,13423.33,78021.75,13664.67,129254.1,14033.83,566607.2,1274710,1193863,0,0,0,364,1600,2,5,5,5,160,20,10,5,5,22,40,40,40,40,40,40,40,40,5,5,0,0,0,25536138.33
4,100,100,100,9,2307236,568763,250337039,21382,3500293,1141474,2490427,5140218,12833210,6374833,5969415,6588125,775149,1230908,558431,3523154,565863,5820966,590984,25486047,6374833,5969415,36061075,15169793,214964529,141,289,3037909,3119,690620,221136,11394,225187,1232347,1274589,1193819,166666,11519,24033,11423,71489,11394,125827,12023,562029,1274589,1193819,0,0,0,219418,1250,247299130,8232,732894,238726,67925,361261,1337115,1275581,1194107,1362336,67925,30817,17422,82498,18473,133347,21118,571981,1275581,1194107,0,0,0,6338.56,315.9794,125168520,4276.4,700058.6,228294.8,13835.71,257010.9,1283321,1274967,1193883,299460.2,17225.53,27353.51,12409.58,78292.31,12574.73,129354.8,13132.98,566356.6,1274967,1193883,0,0,0,364,1800,2,5,5,5,180,20,10,5,5,22,45,45,45,45,45,45,45,45,5,5,0,0,0,17170741.67
4,100,100,50,1,2416737,72410,245698613,14738,3332315,1021940,535667,4981695,6541559,3195303,2991778,5632701,252058,122563,95311,326599,92912,591023,95386,1458082,3195303,2991778,2498267,12375502,35786356,140,258,1558163,984,632760,189535,16561,222882,624766,638350,598285,163003,39701,24160,16708,64930,16561,117763,16673,288071,638350,598285,0,0,0,238785,1369,244140450,8892,746080,225711,68161,358255,697390,639374,598573,1079015,68161,24736,21247,65665,20184,118563,20248,294471,639374,598573,0,0,0,6639.387,362.05,122849306,2947.6,666463,204388,26783.35,249084.8,654155.9,639060.6,598355.6,256031.9,50411.6,24512.6,19062.2,65319.8,18582.4,118204.6,19077.2,291616.4,639060.6,598355.6,0,0,0,364,200,2,5,5,5,20,20,10,5,5,22,5,5,5,5,5,5,5,5,5,5,0,0,0,23814614.67
4,100,100,50,2,2313876,140579,243831159,14645,48090751,1172902,985618,5373374,6643559,3196968,2991490,5294180,400970,241672,198542,658448,186418,1183479,199688,2910722,3196968,2991490,4994321,58091745,131855648,144,243,1569256,1094,8737607,232225,15801,230732,629283,639055,598254,165916,16608,23776,15801,64705,16177,117570,16607,287718,639055,598254,0,0,0,222701,1362,242261903,8478,12768778,237268,74253,369231,707952,639662,598317,861547,74253,24737,24124,67170,22165,119235,23576,293287,639662,598317,0,0,0,6356.802,351.4475,121915580,2929,9618150,234580.4,24640.45,268668.7,664355.9,639393.6,598298,240644.5,40097,24167.2,19854.2,65844.8,18641.8,118347.9,19968.8,291072.2,639393.6,598298,0,0,0,364,400,2,5,5,5,40,20,10,5,5,22,10,10,10,10,10,10,10,10,5,5,0,0,0,17229081.67
4,100,100,50,3,2360273,186012,245031149,14658,3429284,1103321,2400895,5087260,6557976,3195174,2991395,5094385,746396,364108,560227,987637,526150,1778912,568122,4359423,3195174,2991395,7490080,14581703,92486686,145,265,1562881,1098,645494,197917,12413,223841,622083,637614,598222,162060,35146,23744,34872,64290,12413,117634,35863,284871,637614,598222,0,0,0,240812,1420,243468268,8232,727515,241525,91882,353767,697306,639950,598317,811157,91882,24705,42215,66977,40938,119235,41539,294727,639950,598317,0,0,0,6484.266,310.02,122515574,2931.6,685856.8,220664.2,40014.92,254363,655797.6,639034.8,598279,231563,49759.73,24273.87,37348.47,65842.47,35076.67,118594.1,37874.8,290628.2,639034.8,598279,0,0,0,364,600,2,5,5,5,60,20,10,5,5,22,15,15,15,15,15,15,15,15,5,5,0,0,0,23763577.67
4,100,100,50,4,2379753,250313,244346611,13567,3369017,1109647,1263502,5098811,6563711,3196518,2991300,5075040,457321,486027,264250,1334336,262180,2379224,279751,5823688,3196518,2991300,10023275,13484610,68771101,137,268,1555517,1040,644285,214831,11689,223157,623296,638574,598189,162646,12175,23840,11991,65281,11689,117890,12348,287367,638574,598189,0,0,0,240622,1362,242791094,8205,702685,237717,68461,356242,698864,639694,598318,798947,68461,24673,17833,67490,16703,119523,18063,294599,639694,598318,0,0,0,6537.783,312.8913,122173306,2713.4,673803.4,221929.4,15793.77,254940.5,656371.1,639303.6,598260,230683.6,22866.05,24301.35,13212.5,66716.8,13109,118961.2,13987.55,291184.4,639303.6,598260,0,0,0,364,800,2,5,5,5,80,20,10,5,5,22,20,20,20,20,20,20,20,20,5,5,0,0,0,10575328
4,100,100,50,5,2883530,310533,247412874,11812,3410737,1104600,1553360,37785190,10077247,3195431,2992068,24526593,521359,606990,344333,1661798,339766,2969224,347902,7276070,3195431,2992068,12514082,47059762,153378354,186,244,1559828,875,641232,213168,11547,225264,623515,638254,598254,164007,11765,23648,11784,64769,11547,117634,12000,286054,638254,598254,0,0,0,284148,1549,245853046,8039,719357,229799,63802,12309730,4094427,639791,598606,12263332,63802,24673,20791,67394,18799,119395,18688,294438,639791,598606,0,0,0,7921.786,310.533,123706437,2362.4,682147.4,220920,15533.6,1889260,1007725,639086.2,598413.6,1114845,20854.36,24279.6,13773.32,66471.92,13590.64,118769,13916.08,291042.8,639086.2,598413.6,0,0,0,364,1000,2,5,5,5,100,20,10,5,5,22,25,25,25,25,25,25,25,25,5,5,0,0,0,25361807.67
4,100,100,50,6,2376009,369595,246782090,12535,3392915,1122150,1823419,5227529,6557978,3196390,2991491,5061775,585716,729686,403998,1998671,399298,3575853,434407,8734305,3196390,2991491,15038515,14324152,57643291,139,265,1541192,908,660717,218427,11841,226036,623416,638542,598253,164340,12249,23905,11996,65058,11841,117890,12663,287430,638542,598253,0,0,0,230585,1299,245240898,7976,706962,238837,65471,436286,700619,639758,598350,823567,65471,24609,19055,67362,16804,119907,25439,295015,639758,598350,0,0,0,6527.497,307.9958,123391045,2507,678583,224430,15195.16,261376.5,655797.8,639278,598298.2,230080.7,19523.87,24322.87,13466.6,66622.37,13309.93,119195.1,14480.23,291143.5,639278,598298.2,0,0,0,364,1200,2,5,5,5,120,20,10,5,5,22,30,30,30,30,30,30,30,30,5,5,0,0,0,10557177
4,100,100,50,7,2349681,464355,243005590,11369,3304847,1046391,2216521,5239731,6524280,3193865,2991747,5612286,676001,849876,518487,2320055,493746,4177246,528287,10194854,3193865,2991747,17542031,14632895,44355034,145,241,1544359,785,627438,190481,11581,223323,626004,638287,598285,173805,11653,23584,11581,65026,11703,117859,12034,284774,638287,598285,0,0,0,219934,1304,241461231,7739,724927,232411,66579,446206,698087,639310,598509,1011102,66579,24737,26475,67521,17974,119971,19627,294343,639310,598509,0,0,0,6455.168,331.6821,121502795,2273.8,660969.4,209278.2,15832.29,261986.5,652428,638773,598349.4,255103.9,19314.31,24282.17,14813.91,66287.29,14107.03,119349.9,15093.91,291281.5,638773,598349.4,0,0,0,364,1400,2,5,5,5,140,20,10,5,5,22,35,35,35,35,35,35,35,35,5,5,0,0,0,7392541
4,100,100,50,8,2372165,535568,241162949,13836,47660828,1160603,2384312,5276071,6606563,3198215,2991427,5201462,734544,971029,541790,2660374,541578,4755651,566400,11639549,3198215,2991427,20026603,59403383,106430176,145,296,1563554,1089,8717875,224224,12209,225879,624513,638382,598253,162762,12330,23617,12209,64961,12231,117571,12606,285126,638382,598253,0,0,0,225597,1284,239599395,8724,12744135,241380,71386,361916,703501,640814,598318,868454,71386,24800,20519,67394,20501,119330,19910,295879,640814,598318,0,0,0,6516.937,334.73,120581474,2767.2,9532166,232120.6,14901.95,263803.5,660656.3,639643,598285.4,236430.1,18363.6,24275.72,13544.75,66509.35,13539.45,118891.3,14160,290988.7,639643,598285.4,0,0,0,364,1600,2,5,5,5,160,20,10,5,5,22,40,40,40,40,40,40,40,40,5,5,0,0,0,24737693.67
