machine,size,iteration,metric,invocations,min,max,mean,sum
f3,100_100_100,2,cudaSetupArgument,400,420,1934,554.595,221838
f3,100_100_100,2,cudaMallocHost,2,3976181,192976924,98476552,196953105
f3,100_100_100,2,cudaGetDeviceCount,5,737,7037,2123.4,10617
f3,100_100_100,2,cudaGetDeviceProperties,5,694508,1159621,907518.4,4537592
f3,100_100_100,2,cudaMemGetInfo,5,175425,287920,216810.4,1084052
f3,100_100_100,2,cudaLaunch,40,18017,117698,27713.2,1108528
f3,100_100_100,2,cudaMalloc,20,215364,537588,277194.2,5543884
f3,100_100_100,2,cudaMemcpy,10,1222008,1377439,1282762,12827616
f3,100_100_100,2,CUDA memcpy HtoD,5,1262170,1273978,1267892,6339459
f3,100_100_100,2,CUDA memcpy DtoH,5,1192407,1205911,1199645,5998227
f3,100_100_100,2,cudaFree,22,205808,2650454,615956.4,13551041
f3,100_100_100,2,cudaLaunch (gpu_stencil37_hack1_cp_slices,10,19238,117698,38091.2,380912
f3,100_100_100,2,gpu_stencil37_hack1_cp_slices,10,23521,29474,25767.6,257676
f3,100_100_100,2,cudaLaunch (gpu_stencil37_hack1_cp_rows,10,18337,37907,24435.5,244355
f3,100_100_100,2,gpu_stencil37_hack1_cp_rows,10,66531,81315,74400.3,744003
f3,100_100_100,2,cudaLaunch (gpu_stencil37_hack1_cp_cols,10,18017,37090,23403.1,234031
f3,100_100_100,2,gpu_stencil37_hack1_cp_cols,10,124933,130598,127599.4,1275994
f3,100_100_100,2,cudaLaunch (gpu_stencil37_hack2,10,19322,37097,24923,249230
f3,100_100_100,2,gpu_stencil37_hack2,10,492151,496887,494506,4945060
f3,100_100_100,2,total_CUDA memcpy HtoD,5,1262170,1273978,1267892,6339459
f3,100_100_100,2,total_CUDA memcpy DtoH,5,1192407,1205911,1199645,5998227
f3,100_100_100,2,total_kernel_execution_time,0, 0, 0, 0, 7222733
f3,100_100_100,2,total_CUDA_functions,0, 0, 0, 0, 13284756
f3,100_100_100,2,total_running_time,0, 0, 0, 0, 68655176
f3,100_100_100,3,cuDeviceGetAttribute,91,433,260350,7515.681,683927
f3,100_100_100,3,cudaSetupArgument,600,485,1944,624.1417,374485
f3,100_100_100,3,cudaMallocHost,2,3963266,194047573,99005420,198010839
f3,100_100_100,3,cudaGetDeviceCount,5,918,6357,2077.2,10386
f3,100_100_100,3,cudaGetDeviceProperties,5,538220,803543,619984,3099920
f3,100_100_100,3,cudaMemGetInfo,5,141624,235163,171036.8,855184
f3,100_100_100,3,cudaLaunch,60,17145,114452,24922.55,1495353
f3,100_100_100,3,cudaMalloc,20,214935,505154,268324.1,5366482
f3,100_100_100,3,cudaMemcpy,10,1228490,1371876,1280558,12805584
f3,100_100_100,3,CUDA memcpy HtoD,5,1267482,1275835,1269466,6347331
f3,100_100_100,3,CUDA memcpy DtoH,5,1192567,1202839,1197533,5987667
f3,100_100_100,3,cudaFree,22,202105,2585863,608223,13380905
f3,100_100_100,3,cudaLaunch (gpu_stencil37_hack1_cp_slices,15,17324,114452,31592.07,473881
f3,100_100_100,3,gpu_stencil37_hack1_cp_slices,15,23809,30049,26989.93,404849
f3,100_100_100,3,cudaLaunch (gpu_stencil37_hack1_cp_rows,15,17145,36597,22401.07,336016
f3,100_100_100,3,gpu_stencil37_hack1_cp_rows,15,66435,84548,76739.53,1151093
f3,100_100_100,3,cudaLaunch (gpu_stencil37_hack1_cp_cols,15,17282,33506,21809.07,327136
f3,100_100_100,3,gpu_stencil37_hack1_cp_cols,15,124518,131847,128057.1,1920857
f3,100_100_100,3,cudaLaunch (gpu_stencil37_hack2,15,18573,41367,23888,358320
f3,100_100_100,3,gpu_stencil37_hack2,15,489942,497015,493705.9,7405589
f3,100_100_100,3,total_CUDA memcpy HtoD,5,1267482,1275835,1269466,6347331
f3,100_100_100,3,total_CUDA memcpy DtoH,5,1192567,1202839,1197533,5987667
f3,100_100_100,3,total_kernel_execution_time,0, 0, 0, 0, 10882388
f3,100_100_100,3,total_CUDA_functions,0, 0, 0, 0, 11885737
f3,100_100_100,3,total_running_time,0, 0, 0, 0, 69757499
f3,100_100_100,4,cuDeviceGetAttribute,91,433,300214,8168.89,743369
f3,100_100_100,4,cudaSetupArgument,800,423,4110,542.2838,433827
f3,100_100_100,4,cudaMallocHost,2,3970549,206296918,105133734,210267467
f3,100_100_100,4,cudaGetDeviceCount,5,621,6118,1818.4,9092
f3,100_100_100,4,cudaGetDeviceProperties,5,537556,800763,626452.4,3132262
f3,100_100_100,4,cudaMemGetInfo,5,140726,246397,176131.6,880658
f3,100_100_100,4,cudaLaunch,80,18110,119700,24754.14,1980331
f3,100_100_100,4,cudaMalloc,20,216023,526477,275596.8,5511936
f3,100_100_100,4,cudaMemcpy,10,1233971,1379180,1280958,12809578
f3,100_100_100,4,CUDA memcpy HtoD,5,1262170,1273019,1266516,6332579
f3,100_100_100,4,CUDA memcpy DtoH,5,1192407,1198583,1195722,5978611
f3,100_100_100,4,cudaFree,22,192388,2484990,598803.5,13173676
f3,100_100_100,4,cudaLaunch (gpu_stencil37_hack1_cp_slices,20,19047,119700,29734.75,594695
f3,100_100_100,4,gpu_stencil37_hack1_cp_slices,20,23745,30114,26985.4,539708
f3,100_100_100,4,cudaLaunch (gpu_stencil37_hack1_cp_rows,20,18227,37627,22906.35,458127
f3,100_100_100,4,gpu_stencil37_hack1_cp_rows,20,66659,81603,76414.55,1528291
f3,100_100_100,4,cudaLaunch (gpu_stencil37_hack1_cp_cols,20,18110,34290,21896.9,437938
f3,100_100_100,4,gpu_stencil37_hack1_cp_cols,20,124550,132838,127698.6,2553973
f3,100_100_100,4,cudaLaunch (gpu_stencil37_hack2,20,18703,53086,24478.55,489571
f3,100_100_100,4,gpu_stencil37_hack2,20,491159,499319,493990.8,9879815
f3,100_100_100,4,total_CUDA memcpy HtoD,5,1262170,1273019,1266516,6332579
f3,100_100_100,4,total_CUDA memcpy DtoH,5,1192407,1198583,1195722,5978611
f3,100_100_100,4,total_kernel_execution_time,0, 0, 0, 0, 14501787
